PID,contestant,Age,Sex,Birthday,Season,Finish,Day 1 Filming date,Days,SurvAv,SurvSc,NoJ,ChW%,InChW%,TChW%,SO,TC%,wTCR,VFB%,nVFB%,VAT%,JV%,Exile,Time
JKWR83248735062687,Mr Timothy O'Connor,,Sex 1,,6,7,,30.0,3.64,0.91,3.98,0.25,0.17,0.455,0,0.7,2.00,0.71,0.29,0.00,0.0,0,1
JLKM58777076520312,Abdul Kaur-Holmes,0.0,Sex 2,,32,7,,29.0,4.10,0.88,4.10,0.32,0.33,0.400,2,0.57,1.53,0.60,0.40,0.40,0.0,3,1
JOLB80335596652135,John Green,,Sex 1,,22,8,,36.0,4.92,0.82,4.17,0.61,#DIV/0!,0.000,0,0.21,0.67,0.33,0.67,0.67,0.0,29,1
JQLV40837670787677,Lisa Pearce-Roberts,0.0,Sex 2,,32,17,,6.0,2.00,0.36,2.00,0.0,#DIV/0!,0.000,0,0.36,2.00,0.50,0.50,0.50,0.0,0,1
JRAP07861328560708,Dr Wayne Lloyd,,Sex 1,,39,1,,39.0,10.97,1.81,6.17,0.24,0.11,0.818,1,0.77,3.63,0.78,0.22,,0.8,0,1
JRZS12281949679670,Sylvia Moore-Newton,64.2,Sex 1,1936-01-18,1,15,2000-03-13,6.0,0.25,-0.11,0.25,0.64,#DIV/0!,0.667,0,-0.75,0.00,0.00,1.00,1.00,0.0,0,1
JTZP53404942421433,Dr Conor Stevens,39.0,Sex 2,1965-11-06,10,18,2004-11-01,3.0,1.00,0.23,1.00,0.9,1.00,0.000,0,-0.67,0.00,0.00,1.00,1.00,0.0,0,1
JWEC34933579822594,Arthur Ingram-Jones,0.0,Sex 2,,32,2,,39.0,5.72,1.3,4.01,0.14,0.09,0.333,1,0.87,2.07,0.89,0.11,0.44,0.2857142857,0,1
JWEC34933579822594,Arthur Ingram-Jones,,Sex 1,,34,5,,37.0,3.36,0.66,3.36,0.2,0.11,0.462,0,0.46,1.08,0.46,0.54,0.62,0.0,0,2
JWEC34933579822594,Arthur Ingram-Jones,,Sex 2,,38,15,,35.0,0.48,-0.65,0.48,0.15,0.00,0.429,2,-0.8,0.00,0.00,1.00,,0.0,22,1
JWGB80507605230477,Ms Hollie Walsh,,Sex 2,,39,13,,22.0,1.65,0.67,1.65,0.23,0.00,0.444,0,0.45,1.17,0.50,0.50,,0.0,0,1
JWOK57201528110775,Miss Sharon Hall,42.8,Sex 2,1964-04-19,14,2,2007-02-08,39.0,4.84,0.94,4.84,0.24,0.13,0.688,2,0.7,2.22,0.71,0.29,0.43,0.0,0,1
JXPJ44204663968693,Henry Davies,27.7,Sex 1,1973-11-12,3,1,2001-07-11,39.0,14.15,1.93,9.87,0.216,0.18,0.417,0,1.0,7.00,1.00,0.00,0.18,0.71,0,1
JXPJ44204663968693,Henry Davies,30.0,Sex 1,1973-11-12,8,11,2003-11-03,21.0,1.86,0.66,1.86,0.3,#DIV/0!,0.250,0,0.36,1.12,0.40,0.60,0.40,0.0,0,2
JXPJ44204663968693,Henry Davies,,Sex 1,,40,18,,35.0,2.44,0.66,2.44,0.05,0.00,0.250,0,0.62,2.33,0.67,0.33,,0.0,26,3
JYMG15322676615537,Bethany Payne-Taylor,,Sex 1,,40,13,,35.0,2.06,0.93,2.06,0.19,0.00,0.444,0,0.74,1.40,0.80,0.20,,0.0,14,2
JYMG15322676615537,Bethany Payne-Taylor,,Sex 1,,36,1,,39.0,9.65,1.63,6.37,0.32,0.20,0.769,0,0.77,2.42,0.78,0.22,,0.55,1,1
KAQD34155952987780,Dr Lewis Cooper,,Sex 2,,37,4,,38.0,6.64,0.8,6.64,0.16,0.09,0.462,1,0.64,4.45,0.64,0.36,,0.0,0,1
KAWJ90127562469420,Frances Nixon,,Sex 2,,12,15,,6.0,1.56,0.27,1.56,0.0,#DIV/0!,0.000,0,0.27,1.56,0.50,0.50,0.50,0.0,0,1
KBYP54578499340670,Bradley Cox,,Sex 2,,29,1,,39.5,12.27,1.62,8.52,0.22,0.17,0.700,0,0.78,5.44,0.78,0.22,0.00,0.625,3,1
KBYP54578499340670,Bradley Cox,,Sex 2,,40,2,,39.0,4.35,0.86,2.85,0.39,0.40,0.000,0,0.22,0.85,0.33,0.67,,0.25,33,2
KDIB58499544188949,Jake Williams,36.2,Sex 1,1970-04-22,13,19,2006-06-26,6.0,0.10,-0.58,0.10,0.222,#DIV/0!,0.000,0,-0.8,0.00,0.00,1.00,1.00,0.0,0,1
KHTU13965869892740,Dr Gavin Pugh,45.8,Sex 2,1955-09-18,3,2,2001-07-11,39.0,10.18,1.5,8.47,0.216,0.18,0.417,0,1.0,5.60,1.00,0.00,0.18,0.29,0,1
KLHQ46083981612090,Ryan Wood-Bishop,29.1,Sex 1,1979-05-12,17,9,2008-06-23,27.0,3.63,0.98,3.63,0.38,0.00,0.769,1,0.6,2.07,0.67,0.33,0.33,0.0,0,1
KMGN18765354040300,Mrs Hilary Dunn,,Sex 1,,37,6,,36.0,4.66,0.76,4.66,0.26,0.11,0.385,0,0.49,1.56,0.50,0.50,,0.0,0,1
KNKQ35669275012700,Simon Humphreys-Brown,51.7,Sex 2,1949-01-24,2,14,2000-10-23,9.0,1.95,0.93,1.95,0.59,#DIV/0!,0.600,0,0.33,1.56,0.50,0.50,1.00,0.0,0,1
KPUZ76235919109683,Sara Patterson,,Sex 2,,15,11,,18.0,2.88,1.13,2.88,0.43,#DIV/0!,0.400,1,0.7,2.10,0.75,0.25,0.50,0.0,0,1
KQCK91562724815869,Miss Jodie Clarke,,Sex 1,,37,2,,39.0,8.19,1.21,6.39,0.16,0.09,0.385,0,0.75,4.20,0.75,0.25,,0.3,0,1
KQXJ39405662190134,Ruth Potts-Clarke,28.1,Sex 1,1977-05-10,11,9,2005-06-27,24.0,2.65,0.87,2.65,0.233,0.00,0.667,0,0.64,1.56,0.67,0.33,0.50,0.0,0,2
KQXJ39405662190134,Ruth Potts-Clarke,27.5,Sex 1,1977-05-10,10,10,2004-11-01,21.0,3.85,0.83,3.85,0.12,0.00,0.214,0,0.71,3.33,0.71,0.29,0.14,0.0,0,1
KRVR71994553182613,Miss Yvonne Harris,,Sex 2,,26,18,,7.0,0.10,0.16,0.10,0.24,#DIV/0!,0.250,0,-0.08,0.00,0.00,1.00,0.50,0.0,0,1
KSAD46880741699162,Dr Leonard Wilkinson,,Sex 2,,18,4,,37.0,2.58,0.76,2.58,0.07,0.00,0.417,1,0.69,1.78,0.70,0.30,0.40,0.0,7,1
KSEZ01929075325462,Mr Anthony Atkins,,Sex 1,,37,18,,9.0,0.21,-0.27,0.21,0.63,#DIV/0!,0.667,0,-0.9,0.00,0.00,1.00,,0.0,0,1
KSNF23809451747096,Vincent Davies,,Sex 2,,26,2,,39.0,2.70,0.85,2.70,0.03,0.00,0.250,2,0.81,2.29,0.82,0.18,0.18,0.0,0,1
KTJK19664299788987,Samuel Parker,21.6,Sex 2,1983-11-24,11,17,2005-06-27,6.0,0.11,-0.65,0.11,0.235,#DIV/0!,0.250,0,-0.89,0.00,0.00,1.00,1.00,0.0,0,1
KZVO15230354207063,Jacqueline Edwards,0.0,Sex 1,,32,8,,27.0,2.01,0.6,2.01,0.11,0.00,0.300,0,0.48,1.27,0.50,0.50,0.38,0.0,0,1
LAUW84378610557021,Bethany Dale,,Sex 1,,39,6,,36.0,2.08,0.66,2.08,0.12,0.00,0.727,1,0.54,1.04,0.63,0.38,,0.0,0,1
LBEO88413916757504,Dean White,,Sex 2,,38,6,,36.0,4.15,0.78,4.15,0.06,0.00,0.333,3,0.73,3.39,0.73,0.27,,0.0,0,1
LBUF63345870847039,William Andrews,,Sex 2,,40,8,,35.0,2.91,0.82,2.91,0.16,0.14,0.182,0,0.65,1.44,0.67,0.33,,0.0,4,3
LBUF63345870847039,William Andrews,0.0,Sex 1,,31,1,,39.0,12.09,1.74,6.09,0.11,0.07,0.364,2,0.64,4.45,0.64,0.36,0.18,1.0,0,2
LBUF63345870847039,William Andrews,,Sex 1,,29,10,,24.5,4.64,1.15,4.64,0.54,0.33,0.875,1,0.61,2.07,0.67,0.33,0.33,0.0,3,1
LFGV30248436045075,Ms Brenda Hudson,,Sex 2,,28,5,,36.0,3.27,0.74,3.27,0.12,0.00,0.385,1,0.62,1.94,0.63,0.38,0.38,0.0,0,1
LFRU38613470964705,Tracy Davies-John,,Sex 2,,24,18,,3.0,0.00,-1.0,0.00,0.0,#DIV/0!,0.000,0,-1.0,0.00,#DIV/0!,#DIV/0!,#DIV/0!,0.0,0,1
LGEM79153237122113,Dr Christine Barrett,29.4,Sex 2,1977-01-13,13,18,2006-06-26,8.0,1.50,0.45,1.50,0.178,#DIV/0!,0.000,0,0.27,1.40,0.50,0.50,0.50,0.0,0,1
LGMK25739662107529,Dr Danny Davies,,Sex 1,,6,16,,3.0,0.00,-0.5,0.00,0.0,#DIV/0!,0.000,0,-0.5,0.00,0.00,1.00,-6.00,0.0,0,1
LGMY49124759839585,Helen Walker,101.5,Sex 2,,3,11,2001-07-11,18.0,2.60,1.07,2.60,0.51,#DIV/0!,0.545,0,0.56,1.70,0.67,0.33,0.67,0.0,0,1
LHCI81859246848679,Gareth Sutton,,Sex 1,,37,20,,3.0,0.00,-1.0,0.00,0.0,#DIV/0!,0.000,0,-1.0,0.00,#DIV/0!,#DIV/0!,,0.0,0,1
LHPN96590478059271,Miss Tracey King,103.5,Sex 1,,7,5,2003-06-23,30.0,6.07,1.1,6.07,0.409,0.33,0.727,2,0.69,1.43,0.71,0.29,0.43,0.0,0,1
LJSB54600988639424,Frances Hardy,,Sex 2,,28,11,,19.0,2.23,0.63,2.23,0.29,0.00,0.333,1,0.33,1.40,0.50,0.50,0.50,0.0,0,1
LJSB54600988639424,Frances Hardy,,Sex 2,,34,1,,39.0,11.26,1.64,7.06,0.09,0.00,0.462,0,0.85,5.92,0.85,0.15,0.54,0.7,0,2
LJSB54600988639424,Frances Hardy,,Sex 1,,40,4,,38.0,3.80,0.64,3.80,0.11,0.00,0.636,0,0.54,2.51,0.54,0.46,,0.0,0,3
LLBC09699502110529,Harriet Carter,,Sex 2,,28,6,,33.0,5.64,0.99,5.64,0.4,0.50,0.154,1,0.59,2.10,0.60,0.40,0.20,0.0,0,1
LLBC09699502110529,Harriet Carter,0.0,Sex 2,,31,2,,39.0,2.94,0.65,2.94,0.08,0.00,0.545,1,0.58,1.81,0.58,0.42,0.33,0.0,0,2
LNYE17889177112189,Owen Clark-Heath,,Sex 2,,35,2,,39.0,9.09,1.15,7.59,0.45,0.45,0.357,1,0.45,1.16,0.45,0.55,0.18,0.25,0,1
LPGJ39897017178249,Miss Wendy Wilson,,Sex 1,,6,14,,9.0,0.14,-0.03,0.14,0.21,#DIV/0!,0.200,0,-0.23,0.00,0.00,1.00,-2.50,0.0,0,1
LRMP93453256529291,Miss Valerie Davies,,Sex 2,,38,5,,37.0,2.10,0.72,2.10,0.06,0.00,0.250,1,0.66,1.24,0.67,0.33,,0.0,13,1
LRSS85657655744132,Sara Martin,28.8,Sex 2,1977-09-11,13,3,2006-06-26,39.0,5.28,1.2,5.28,0.205,0.00,0.786,0,0.99,3.11,1.00,0.00,0.22,0.0,0,1
LRXV81333166066799,Lauren Hill,103.5,Sex 2,,7,2,2003-06-23,30.0,4.49,1.11,3.64,0.16,0.09,0.375,0,0.81,1.64,0.82,0.18,0.36,0.14,0,1
LSMQ12979165074507,Dr Nathan Webb,,Sex 2,,19,7,,33.0,2.45,0.69,2.45,0.13,0.00,0.600,2,0.56,1.45,0.57,0.43,0.29,0.0,0,1
LSMQ12979165074507,Dr Nathan Webb,0.0,Sex 2,,31,16,,13.0,0.29,-0.23,0.29,0.27,#DIV/0!,0.333,2,-0.5,0.00,0.00,1.00,0.00,0.0,0,2
LUBM82138997421576,Thomas Nash,44.3,Sex 1,1962-03-05,13,7,2006-06-26,33.0,2.33,1.02,2.33,0.155,0.00,0.429,2,0.86,1.31,0.89,0.11,0.78,0.0,5,1
LUBM82138997421576,Pauline Jackson,,Sex 1,,16,15,,15.0,1.64,0.65,1.64,0.417,0.00,0.778,0,0.23,0.78,0.50,0.50,0.00,0.0,0,2
LUBM82138997421576,Thomas Nash,,Sex 1,,25,7,,30.0,3.56,0.87,3.56,0.32,0.20,0.455,0,0.55,1.23,0.57,0.43,0.57,0.0,0,3
LUEQ50295364888349,Lawrence Walker,104.5,Sex 2,,9,17,2004-06-26,6.0,0.24,0.1,0.24,0.65,#DIV/0!,0.667,1,-0.56,0.00,0.00,1.00,1.00,0.0,0,1
LUSE11140960414183,Dr Patrick Brooks,0.0,Sex 1,,31,8,,32.0,5.56,0.53,5.56,0.56,0.50,0.727,0,-0.03,0.00,0.00,1.00,0.40,0.0,0,2
LUSE11140960414183,Dr Patrick Brooks,,Sex 1,,38,14,,35.0,1.58,-0.04,1.58,0.42,0.00,0.889,0,-0.46,0.00,0.00,1.00,,0.0,10,1
LUSE11140960414183,Dr Patrick Brooks,,Sex 1,,30,10,,24.0,5.12,1.15,5.12,0.67,0.75,0.500,0,0.47,1.17,0.50,0.50,0.33,0.0,0,1
LVYZ19805770368237,Ann Thompson,,Sex 1,,12,10,,18.0,2.79,0.88,2.79,0.184,0.00,0.400,0,0.69,2.10,0.75,0.25,0.25,0.0,0,1
LXQV58214615683662,Lindsey Mills,46.2,Sex 2,1958-08-13,10,5,2004-11-01,36.0,3.33,0.87,3.33,0.11,0.00,0.467,6,0.76,2.04,0.80,0.20,0.60,0.0,0,1
LXSE46310175297949,Sarah Robinson,23.6,Sex 1,1977-03-17,2,13,2000-10-23,12.0,2.73,1.0,2.73,0.4,#DIV/0!,0.429,0,0.6,2.33,0.67,0.33,1.00,0.0,0,1
LXWE54468271891329,Ian Carey-Lloyd,,Sex 1,,22,10,,31.0,1.24,0.44,1.24,0.05,0.00,0.429,1,0.39,0.86,0.40,0.60,0.30,0.0,1,1
LZFM06693568601834,Stephanie Watts-Cook,,Sex 1,,5,16,,3.0,0.00,-0.75,0.00,0.0,#DIV/0!,0.000,0,-0.75,0.00,0.00,1.00,1.00,0.0,0,1
LZUZ22516742928917,Amanda Bailey,29.4,Sex 2,1975-05-28,10,2,2004-11-01,39.0,7.46,1.21,6.60,0.07,0.00,0.333,7,1.0,5.60,1.00,0.00,0.29,0.14,0,1
MAVK29414867909155,Derek Spencer,,Sex 2,,35,7,,33.0,6.29,1.12,6.29,0.27,0.25,0.231,4,0.85,3.43,0.86,0.14,0.29,0.0,0,1
MBMS12526921636980,Jenna Marsh-Curtis,,Sex 2,,19,13,,18.0,2.78,0.98,2.78,0.21,#DIV/0!,0.125,0,0.77,2.49,0.80,0.20,0.40,0.0,0,1
MDJC04286258432487,Jordan Johnston,0.0,Sex 1,,32,12,,16.0,1.78,0.78,1.78,0.58,#DIV/0!,0.500,0,0.2,0.85,0.33,0.67,1.00,0.0,0,1
MDXA60662648623609,Mr Jeffrey Lucas,100.8,Sex 1,,2,15,2000-10-23,6.0,0.25,-0.21,0.25,0.67,#DIV/0!,0.667,0,-0.88,0.00,0.00,1.00,1.00,0.0,0,1
MFGN76477370701286,Ian Hammond,34.6,Sex 1,1972-06-21,14,5,2007-02-08,37.0,7.37,1.14,7.37,0.49,0.38,0.875,0,0.65,2.07,0.67,0.33,0.33,0.0,2,1
MIAD77369463447615,Dr Danny Robinson,,Sex 1,,33,8,,34.0,2.99,0.66,2.99,0.17,0.14,0.231,4,0.49,1.40,0.50,0.50,0.25,0.0,0,1
MIBM30826166744181,Melanie Adams-Price,0.0,Sex 2,,32,14,,11.0,1.68,0.53,1.68,0.04,#DIV/0!,0.000,0,0.49,1.56,0.67,0.33,1.00,0.0,0,1
MJEI53226330758407,Charlotte Ryan,,Sex 1,,21,7,,32.0,3.47,0.87,3.47,0.16,0.00,0.727,0,0.7,2.22,0.71,0.29,0.43,0.0,0,1
MKEF84278858763744,Mr Geoffrey Morgan,,Sex 2,,19,16,,11.0,0.21,-0.48,0.21,0.32,#DIV/0!,0.500,1,-0.8,0.00,0.00,1.00,1.00,0.0,0,1
MMTU74303275826993,Peter Howard,0.0,Sex 2,,32,1,,39.0,12.60,1.76,8.31,0.39,0.36,0.417,1,0.66,3.11,0.67,0.33,0.17,0.7142857143,0,1
MMTU74303275826993,Peter Howard,,Sex 2,,40,3,,39.0,4.53,0.73,4.53,0.23,0.20,0.364,1,0.5,1.75,0.50,0.50,,0.0,0,2
MNWO81236570138943,Miss Emma Evans,32.0,Sex 1,1976-06-30,17,11,2008-06-23,21.0,3.60,1.1,3.60,0.49,0.00,0.727,0,0.61,2.33,0.67,0.33,0.33,0.0,1,1
MPGZ65790395765222,Ellie Holmes,103.8,Sex 2,,8,10,2003-11-03,24.0,2.86,1.08,2.86,0.28,#DIV/0!,0.231,0,0.8,2.12,0.83,0.17,0.50,0.0,0,2
MPGZ65790395765222,Ellie Holmes,,Sex 2,,20,4,,38.0,5.63,1.01,5.63,0.26,0.22,0.467,2,0.75,2.63,0.75,0.25,0.25,0.0,0,2
MPGZ65790395765222,Ellie Holmes,30.1,Sex 2,1970-09-05,2,8,2000-10-23,27.0,3.26,0.97,3.26,0.34,0.25,0.455,0,0.63,1.17,0.67,0.33,1.00,0.0,0,1
MPHI84316807079387,Dr Lee Barker,,Sex 2,,24,7,,33.0,3.90,0.91,3.90,0.21,0.13,0.538,0,0.7,1.82,0.71,0.29,0.29,0.0,0,1
MPHI84316807079387,Dr Lee Barker,,Sex 2,,27,14,,17.5,2.33,0.78,2.33,0.18,#DIV/0!,0.333,2,0.6,2.07,0.67,0.33,0.33,0.0,1,2
MQUO74772367198137,Kate King,,Sex 1,,29,13,,15.5,0.63,0.35,0.63,0.19,#DIV/0!,0.167,1,0.16,0.47,0.20,0.80,0.80,0.0,0,1
MTTF44573992308311,Patricia Ashton-Holmes,,Sex 1,,35,8,,30.0,2.26,0.61,2.26,0.13,0.00,0.385,2,0.47,1.08,0.50,0.50,0.67,0.0,0,1
MURH08634339151533,Ms Hayley Khan,,Sex 1,,16,8,,30.0,2.88,0.56,2.88,0.399,0.25,0.643,0,0.17,0.47,0.20,0.80,0.40,0.0,6,1
MWIR06728961755446,Sarah Hamilton,,Sex 2,,24,4,,38.0,1.77,0.5,1.77,0.06,0.00,0.385,0,0.45,0.98,0.45,0.55,0.36,0.0,0,1
MZWB79011062963696,Angela Young,,Sex 2,,37,5,,37.0,3.04,0.7,3.04,0.16,0.10,0.429,1,0.54,0.92,0.56,0.44,,0.0,0,1
NBDH14333697624404,Jennifer Evans-Todd,55.2,Sex 2,1949-08-24,10,19,2004-11-01,2.0,#DIV/0!,0.0,#DIV/0!,0.0,0.00,#DIV/0!,0,0.0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.0,0,1
NFLC50614113405500,Kim Begum,,Sex 2,,35,6,,36.0,4.43,0.8,4.43,0.26,0.22,0.214,0,0.54,1.30,0.56,0.44,0.33,0.0,0,1
NIVH89624675864710,Miss Karen Welch,,Sex 1,,24,16,,8.0,0.36,-0.22,0.36,0.56,#DIV/0!,0.600,0,-0.78,0.00,0.00,1.00,1.00,0.0,0,1
NJQJ55571884335665,Gail Fisher,,Sex 1,,16,17,,11.0,0.21,-0.03,0.21,0.125,0.00,0.333,0,-0.16,0.00,0.00,1.00,0.50,0.0,0,1
NKVT93000177308432,Mr Glen Rahman,27.8,Sex 2,1979-12-11,14,18,2007-02-08,6.0,0.00,-0.18,0.00,0.0,#DIV/0!,0.000,0,-0.18,0.00,0.00,1.00,0.50,0.0,0,1
NMOW56763104309847,Julie Kemp,103.5,Sex 2,,7,13,2003-06-23,19.0,3.48,1.17,3.48,0.566,#DIV/0!,0.583,2,0.6,2.33,0.67,0.33,0.33,0.0,0,1
NNLT18975448758981,Danny Dunn,103.5,Sex 2,,7,7,2003-06-23,30.0,3.19,0.81,3.19,0.11,0.00,0.357,0,0.7,2.22,0.71,0.29,0.14,0.0,0,1
NNNW36371874371959,Mathew Clayton,103.8,Sex 2,,8,1,2003-11-03,39.0,8.93,1.77,5.50,0.21,0.10,0.571,2,0.99,2.80,1.00,0.00,0.56,0.57,0,2
NNNW36371874371959,Mrs Teresa Hill,,Sex 2,,40,20,,35.0,0.10,-0.55,0.10,0.05,0.00,0.500,0,-0.6,0.00,0.00,1.00,,0.0,32,3
NNNW36371874371959,Mathew Clayton,22.2,Sex 2,1978-08-11,2,6,2000-10-23,33.0,2.34,0.68,2.34,0.07,0.00,0.364,0,0.61,1.75,0.63,0.38,1.00,0.0,0,1
NPML02313096549737,Mathew Bradley,,Sex 1,,28,14,,14.0,0.73,-0.06,0.73,0.51,#DIV/0!,0.286,1,-0.57,0.00,0.00,1.00,1.00,0.0,0,1
NRIL53424982634446,Jason Adams,,Sex 1,,24,13,,16.0,2.41,1.1,2.41,0.41,#DIV/0!,0.400,1,0.69,1.91,1.00,0.00,0.33,0.0,0,1
NRIL53424982634446,Jason Adams,,Sex 1,,27,19,,7.5,1.31,1.26,1.31,1.0,#DIV/0!,1.000,0,0.26,1.08,1.00,0.00,0.00,0.0,0,2
NSHW00102470798886,Mr Raymond Savage,,Sex 1,,19,19,,5.0,1.08,0.26,1.08,0.0,#DIV/0!,0.000,0,0.26,1.08,0.50,0.50,0.50,0.0,0,1
NSRN61654567007841,Mandy Turner,,Sex 1,,27,1,,39.5,11.98,1.98,6.73,0.29,0.22,0.857,0,0.82,3.82,0.82,0.18,0.18,0.875,0,3
NSRN61654567007841,Mandy Turner,,Sex 1,,18,8,,27.0,4.66,1.05,4.66,0.58,0.67,0.500,0,0.46,1.56,0.50,0.50,0.25,0.0,0,1
NSRN61654567007841,Mandy Turner,,Sex 1,,20,15,,15.0,2.66,0.75,2.66,0.33,0.00,0.625,1,0.42,2.00,0.50,0.50,0.50,0.0,0,2
NSRN61654567007841,Mandy Turner,,Sex 1,,40,11,,35.0,2.39,0.78,2.39,0.23,0.20,0.500,0,0.55,1.05,0.60,0.40,,0.0,17,4
NTRR69442754401737,Allan Brookes,,Sex 1,,33,11,,28.0,2.61,0.79,2.61,0.24,0.00,0.417,0,0.56,1.45,0.57,0.43,0.14,0.0,0,1
NTRT09132239494152,Miss Katy Kelly,28.7,Sex 1,1979-10-03,17,10,2008-06-23,27.0,3.64,1.1,3.64,0.82,0.50,0.692,0,0.29,1.33,0.33,0.67,0.33,0.0,0,1
NVJD77839000161482,Rachel Payne,,Sex 1,,39,11,,27.0,4.42,1.18,4.42,0.62,0.67,0.500,0,0.56,1.78,0.57,0.43,,0.0,0,1
NXUA13231790178777,Leanne Jones-Howell,0.0,Sex 1,,32,5,,34.0,3.55,0.82,3.55,0.16,0.13,0.273,3,0.66,1.87,0.75,0.25,0.13,0.0,0,1
NYDN86137190638920,Mr Brett Holt,,Sex 1,,38,9,,35.0,2.38,0.79,2.38,0.07,0.00,0.250,0,0.72,1.70,0.73,0.27,,0.0,6,1
NZKA13876347664201,Kirsty Stewart,,Sex 2,,29,14,,13.5,2.11,0.91,2.11,0.54,#DIV/0!,0.600,1,0.38,1.75,0.50,0.50,1.00,0.0,0,1
NZKA13876347664201,Kirsty Stewart,,Sex 2,,38,10,,35.0,1.69,0.76,1.69,0.07,0.00,0.182,1,0.68,1.09,0.70,0.30,,0.0,16,1
NZKA13876347664201,Kirsty Stewart,0.0,Sex 2,,31,4,,38.0,5.38,0.75,5.38,0.26,0.23,0.364,2,0.5,1.56,0.50,0.50,0.42,0.0,0,2
NZMS36385237791154,Jack Bennett,,Sex 1,,23,5,,37.0,2.10,0.88,2.10,0.05,0.00,0.571,1,0.82,1.56,0.83,0.17,0.25,0.0,0,1
OAGU63469958162143,Dr Tony Holt,25.9,Sex 1,1982-07-13,17,14,2008-06-23,15.0,2.41,0.99,2.41,0.29,#DIV/0!,0.250,0,0.7,2.10,0.75,0.25,0.25,0.0,0,1
OAKV41079718921807,Michelle Hall,,Sex 2,,20,11,,24.0,1.43,0.53,1.43,0.18,0.00,0.286,6,0.36,0.86,0.40,0.60,0.60,0.0,0,2
OAKV41079718921807,Michelle Hall,,Sex 2,,15,2,,39.0,8.84,1.19,7.13,0.13,0.09,0.333,6,0.78,5.44,0.78,0.22,0.00,0.29,0,1
OBJL08398226465476,Dr Samantha Taylor,,Sex 1,,26,14,,16.0,1.85,0.57,1.85,0.1,#DIV/0!,0.125,0,0.47,1.75,0.50,0.50,0.25,0.0,0,1
OBRP05159119084169,Judith Wilkinson,,Sex 1,,21,5,,37.0,2.34,0.79,2.34,0.07,0.00,0.455,2,0.72,1.57,0.73,0.27,0.45,0.0,0,1
ODGL97390211737911,Jamie Thornton,53.3,Sex 1,1947-07-05,2,5,2000-10-23,36.0,2.13,0.55,2.13,0.06,0.00,0.364,2,0.49,1.56,0.50,0.50,1.00,0.0,0,1
ODHM64989738750031,Ashleigh Jones,,Sex 2,,37,3,,39.0,3.37,0.74,3.37,0.08,0.00,0.231,2,0.66,2.33,0.67,0.33,,0.0,0,1
OETV24442210353854,John Thomas,32.1,Sex 1,1972-09-08,10,9,2004-11-01,24.0,2.85,0.6,2.85,0.3,0.00,0.500,4,0.31,1.27,0.50,0.50,0.50,0.0,0,1
OGXP80360773255689,Ms Patricia Gordon,103.8,Sex 1,,8,15,2003-11-03,12.0,0.78,-0.2,0.78,0.64,#DIV/0!,0.667,1,-0.83,0.00,0.00,1.00,1.00,0.0,0,2
OGXP80360773255689,Ms Patricia Gordon,,Sex 1,,6,3,,38.0,4.82,1.02,4.82,0.13,0.08,0.364,0,0.9,3.18,0.91,0.09,0.36,0.0,0,1
OLUJ82556364970370,Francis Payne,,Sex 1,,12,9,,21.0,2.72,0.8,2.72,0.234,0.00,0.364,0,0.56,1.53,0.60,0.40,0.40,0.0,2,1
OMYJ56938370451886,Mr Damien Sullivan,24.6,Sex 2,1980-03-27,10,13,2004-11-01,12.0,2.76,0.89,2.76,0.12,0.00,0.250,0,0.77,2.49,0.80,0.20,0.40,0.0,0,1
ONAZ94326956868931,Jamie Davies,,Sex 2,,23,18,,6.0,0.00,-0.89,0.00,0.0,#DIV/0!,0.000,0,-0.89,0.00,0.00,1.00,1.00,0.0,3,1
OOPV95310955776737,Tracy Cooper-Myers,104.5,Sex 2,,9,6,2004-06-26,33.0,5.71,1.12,5.49,0.36,0.25,0.467,0,0.77,1.81,0.78,0.22,0.22,0.0,0,1
OOPV95310955776737,Tracy Cooper-Myers,,Sex 2,,16,11,,21.0,2.97,0.88,2.97,0.228,0.00,0.385,0,0.65,2.33,0.67,0.33,0.17,0.0,1,2
OOYM53840664844287,Robert Berry-Lewis,,Sex 1,,5,14,,9.0,0.41,-0.07,0.41,0.552,#DIV/0!,0.600,0,-0.63,0.00,0.00,1.00,1.00,0.0,0,1
OPES17361125962623,Emma Porter,,Sex 1,,37,12,,22.0,3.84,0.94,3.84,0.31,0.00,0.600,0,0.64,2.67,0.67,0.33,,0.0,0,1
ORFR99123899934199,Eleanor Hall,22.2,Sex 2,1986-04-04,17,13,2008-06-23,18.0,1.51,0.68,1.51,0.24,#DIV/0!,0.300,1,0.43,1.17,0.50,0.50,0.75,0.0,0,1
ORZG33945409003998,Ms Irene Field,,Sex 2,,26,13,,19.0,1.97,0.65,1.97,0.08,#DIV/0!,0.100,0,0.57,1.87,0.60,0.40,0.40,0.0,0,1
OTIJ41030188812478,Bethan Wells,,Sex 1,,25,9,,25.0,3.33,0.86,3.33,0.24,0.00,0.500,1,0.61,2.07,0.67,0.33,0.33,0.0,0,1
OWHD08069924178095,Carly Ford-Davidson,,Sex 2,,19,11,,24.0,3.28,0.9,3.28,0.27,0.00,0.667,2,0.63,2.33,0.67,0.33,0.33,0.0,0,1
OWPM48038792353155,Mr Rhys Hooper,,Sex 2,,38,3,,39.0,6.11,0.71,6.11,0.21,0.15,0.417,3,0.5,2.80,0.50,0.50,,0.0,0,1
